item code,item label,item type,item status,text type,text content,text type,text content,media url,price currencyid,price quantity,price value,price tax rate,attribute code,attribute type,subproduct code,product list type,property value,property type,catalog code,catalog list type
10933200,Bridgestone battlax racing R10 radial 190/55 R17 75W,default,1,short,Bridgestone battlax racing R10 radial 190/55 R17 75W,long,long selection description,products/454-bridgestone-battlax-racing-r10-radial-190-55-r17-75w-1.jpg;products/454-bridgestone-battlax-racing-r10-radial-190-55-r17-75w-2.jpg;products/454-bridgestone-battlax-racing-r10-radial-190-55-r17-75w-3.jpg,MXN,1,6117,6117,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
14574200,Bridgestone battlax T30R evo 120/70 ZR17 58W,default,1,short,Bridgestone battlax T30R evo 120/70 ZR17 58W,long,long selection description,products/470-bridgestone-battlax-t30r-evo-120-70-zr17-58w-1.jpg;products/470-bridgestone-battlax-t30r-evo-120-70-zr17-58w-2.jpg;products/470-bridgestone-battlax-t30r-evo-120-70-zr17-58w-3.jpg,MXN,1,3947,3947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
16572200,Bridgestone battlax T30R evo 180/55 ZR17 M/C 73W,default,1,short,Bridgestone battlax T30R evo 180/55 ZR17 M/C 73W,long,long selection description,products/469-bridgestone-battlax-t30r-evo-180-55-zr17-m-c-73w-1.jpg;products/469-bridgestone-battlax-t30r-evo-180-55-zr17-m-c-73w-2.jpg;products/469-bridgestone-battlax-t30r-evo-180-55-zr17-m-c-73w-3.jpg,MXN,1,5245,5245,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
14576200,Bridgestone battlax T30R EVO 190/50 ZR17 73W,default,1,short,Bridgestone battlax T30R EVO 190/50 ZR17 73W,long,long selection description,products/468-bridgestone-battlax-t30r-evo-190-50-zr17-73w-1.jpg;products/468-bridgestone-battlax-t30r-evo-190-50-zr17-73w-2.jpg;products/468-bridgestone-battlax-t30r-evo-190-50-zr17-73w-3.jpg,MXN,1,4260,4260,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
12472200,Bridgestone battle wing bw-501 radial 059H 110/80 R19M/C,default,1,short,Bridgestone battle wing bw-501 radial 059H 110/80 R19M/C,long,long selection description,products/447-bridgestone-battle-wing-bw-501-radial-059h-110-80-r19m-c-1.jpg;products/447-bridgestone-battle-wing-bw-501-radial-059h-110-80-r19m-c-2.jpg;products/447-bridgestone-battle-wing-bw-501-radial-059h-110-80-r19m-c-3.jpg,MXN,1,3187,3187,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
11743200,Bridgestone battle wing bw-502 radial 140/80 R17 M/C 69H,default,1,short,Bridgestone battle wing bw-502 radial 140/80 R17 M/C 69H,long,long selection description,products/448-bridgestone-aventura-battle-wing-bw-502-radial-140-80-r17-m-c-69h-1.jpg;products/448-bridgestone-aventura-battle-wing-bw-502-radial-140-80-r17-m-c-69h-2.jpg;products/448-bridgestone-aventura-battle-wing-bw-502-radial-140-80-r17-m-c-69h-3.jpg,MXN,1,4286,4286,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10855200,Bridgestone battle X30F 90/100-21 57M,default,1,short,Bridgestone battle X30F 90/100-21 57M,long,long selection description,products/464-bridgestone-battle-x30f-90-100-21-57m-1.jpg;products/464-bridgestone-battle-x30f-90-100-21-57m-2.jpg;products/464-bridgestone-battle-x30f-90-100-21-57m-3.jpg,MXN,1,2885,2885,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10050200,Bridgestone battle X40R 110/100-18 X40R 64M,default,1,short,Bridgestone battle X40R 110/100-18 X40R 64M,long,long selection description,products/465-bridgestone-battle-x40r-110-100-18-x40r-64m-1.jpg;products/465-bridgestone-battle-x40r-110-100-18-x40r-64m-2.jpg;products/465-bridgestone-battle-x40r-110-100-18-x40r-64m-3.jpg,MXN,1,2864,2864,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10051200,Bridgestone BT003 racing street 110/70 ZR17 54W,default,1,short,Bridgestone BT003 racing street 110/70 ZR17 54W,long,long selection description,products/453-bridgesgone-bt003-racing-street-110-70-zr17-54w-1.jpg;products/453-bridgesgone-bt003-racing-street-110-70-zr17-54w-2.jpg;products/453-bridgesgone-bt003-racing-street-110-70-zr17-54w-3.jpg,MXN,1,2565,2565,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10131200,Bridgestone BT003 racing street 120/70 ZR17 M/C 58W,default,1,short,Bridgestone BT003 racing street 120/70 ZR17 M/C 58W,long,long selection description,products/451-bridgestone-bt003-racing-street-120-70-zr17-m-c-58w-1.jpg;products/451-bridgestone-bt003-racing-street-120-70-zr17-m-c-58w-2.jpg;products/451-bridgestone-bt003-racing-street-120-70-zr17-m-c-58w-3.jpg,MXN,1,2798,2798,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
11738200,Bridgestone BT003 racing street 140/70 ZR17 66W,default,1,short,Bridgestone BT003 racing street 140/70 ZR17 66W,long,long selection description,products/452-bridgestone-bt003-racing-street-140-70-zr17-66w-1.jpg;products/452-bridgestone-bt003-racing-street-140-70-zr17-66w-2.jpg;products/452-bridgestone-bt003-racing-street-140-70-zr17-66w-3.jpg,MXN,1,2968,2968,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10250200,Bridgestone BT003 racing street 180/55 ZR17 M/C 73W,default,1,short,Bridgestone BT003 racing street 180/55 ZR17 M/C 73W,long,long selection description,products/450-bridgesgone-bt003-racing-street-180-55-zr17-m-c-73w-1.jpg;products/450-bridgesgone-bt003-racing-street-180-55-zr17-m-c-73w-2.jpg;products/450-bridgesgone-bt003-racing-street-180-55-zr17-m-c-73w-3.jpg,MXN,1,3264,3264,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10256200,Bridgestone exedra G704 radial 180/60 R16 M/C 74H,default,1,short,Bridgestone exedra G704 radial 180/60 R16 M/C 74H,long,long selection description,products/458-bridgestone-exedra-g704-radial-180-60-r16-m-c-74h-1.jpg;products/458-bridgestone-exedra-g704-radial-180-60-r16-m-c-74h-2.jpg;products/458-bridgestone-exedra-g704-radial-180-60-r16-m-c-74h-3.jpg,MXN,1,3833,3833,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
11606200,Bridgestone exedra maxf 100/90-19 M/C 57H,default,1,short,Bridgestone exedra maxf 100/90-19 M/C 57H,long,long selection description,products/459-bridgestone-exedra-maxf-100-90-19-m-c-57h-1.jpg;products/459-bridgestone-exedra-maxf-100-90-19-m-c-57h-2.jpg;products/459-bridgestone-exedra-maxf-100-90-19-m-c-57h-3.jpg,MXN,1,3364,3364,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
14685200,Bridgestone exedra maxf 120/90-17 64H,default,1,short,Bridgestone exedra maxf 120/90-17 64H,long,long selection description,products/460-bridgestone-exedra-maxf-120-90-17-64h-1.jpg;products/460-bridgestone-exedra-maxf-120-90-17-64h-2.jpg;products/460-bridgestone-exedra-maxf-120-90-17-64h-3.jpg,MXN,1,3434,3434,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
12550200,Bridgestone exedra maxr 170/80-B15 M/C 77H,default,1,short,Bridgestone exedra maxr 170/80-B15 M/C 77H,long,long selection description,products/461-bridgestone-exedra-maxr-170-80-b15-m-c-77h-1.jpg;products/461-bridgestone-exedra-maxr-170-80-b15-m-c-77h-2.jpg;products/461-bridgestone-exedra-maxr-170-80-b15-m-c-77h-3.jpg,MXN,1,5356,5356,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10980200,Bridgestone racing battlax V01F soft radial 120/600 R17,default,1,short,Bridgestone racing battlax V01F soft radial 120/600 R17,long,long selection description,products/456-bridgestone-racing-battlax-v01f-soft-radial-120-600-r17-1.jpg;products/456-bridgestone-racing-battlax-v01f-soft-radial-120-600-r17-2.jpg;products/456-bridgestone-racing-battlax-v01f-soft-radial-120-600-r17-3.jpg,MXN,1,3713,3713,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
15339200,Bridgestone racing battlax V02F medium 120/600 R17,default,1,short,Bridgestone racing battlax V02F medium 120/600 R17,long,long selection description,products/457-bridgestone-racing-battlax-v02f-medium-120-600-r17-1.jpg;products/457-bridgestone-racing-battlax-v02f-medium-120-600-r17-2.jpg;products/457-bridgestone-racing-battlax-v02f-medium-120-600-r17-3.jpg,MXN,1,3352,3352,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
10193200,Bridgestone trail wing 152 radial 150/70 R17 M/C 69H,default,1,short,Bridgestone trail wing 152 radial 150/70 R17 M/C 69H,long,long selection description,products/449-bridgestone-trail-wing-152-radial-150-70-r17-m-c-69h-1.jpg;products/449-bridgestone-trail-wing-152-radial-150-70-r17-m-c-69h-2.jpg;products/449-bridgestone-trail-wing-152-radial-150-70-r17-m-c-69h-3.jpg,MXN,1,3745,3745,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7616-1012, 7616-1001",Calceta deportiva pro coolmax ALPINESTARS,default,1,short,Calceta deportiva pro coolmax ALPINESTARS,long,long selection description,products/615-calceta-deportiva-pro-coolmax-alpinestars-2.jpg,MXN,1,583,583,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
 7608-1067 ,Cartera friction trif negro ALPINESTARS,default,1,short,Cartera friction trif negro ALPINESTARS,long,long selection description,products/614-cartera-friction-trif-negro-alpinestars-1.jpg,MXN,1,433,433,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7101-1177,Casco abatible agv compact e2205 solid PINLOCK,default,1,short,Casco abatible agv compact e2205 solid PINLOCK,long,long selection description,products/548-casco-abatible-agv-compact-e2205-solid-pinlock-1.jpg;products/548-casco-abatible-agv-compact-e2205-solid-pinlock-2.jpg;products/548-casco-abatible-agv-compact-e2205-solid-pinlock-3.jpg;products/548-casco-abatible-agv-compact-e2205-solid-pinlock-4.jpg,MXN,1,6288,6288,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7101-1165,Casco abatible amarillo LS2 abyss,default,1,short,Casco abatible amarillo LS2 abyss,long,long selection description,products/151-casco-abatible-ls2-abyss-1.jpg;products/151-casco-abatible-ls2-abyss-2.jpg;products/151-casco-abatible-ls2-abyss-3.jpg;products/151-casco-abatible-ls2-abyss-4.jpg,MXN,1,2934,2934,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1232, 7101-1233, 7101-1234",Casco abatible amarillo LS2 strobe civik,default,1,short,Casco abatible amarillo LS2 strobe civik,long,long selection description,products/104-casco-abatible-ls2-strobe-civik-1.jpg;products/104-casco-abatible-ls2-strobe-civik-2.jpg;products/104-casco-abatible-ls2-strobe-civik-3.jpg;products/104-casco-abatible-ls2-strobe-civik-4.jpg,MXN,1,3136,3136,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1219, 7101-1221",Casco abatible azul AGV compact E2205 multi seattle,default,1,short,Casco abatible azul AGV compact E2205 multi seattle,long,long selection description,products/130-casco-abatible-agv-compact-e2205-multi-seattle-1.jpg;products/130-casco-abatible-agv-compact-e2205-multi-seattle-2.jpg;products/130-casco-abatible-agv-compact-e2205-multi-seattle-3.jpg;products/130-casco-abatible-agv-compact-e2205-multi-seattle-4.jpg,MXN,1,6803,6803,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1264, 7101-1263, 7101-1262",Casco abatible azul R7 RACING md-808 dot,default,1,short,Casco abatible azul R7 RACING md-808 dot,long,long selection description,products/109-casco-abatible-r7-racing-md-808-dot-1.jpg;products/109-casco-abatible-r7-racing-md-808-dot-2.jpg;products/109-casco-abatible-r7-racing-md-808-dot-3.jpg;products/109-casco-abatible-r7-racing-md-808-dot-4.jpg,MXN,1,1368,1368,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7101-1164,Casco abatible blanco LS2 abyss,default,1,short,Casco abatible blanco LS2 abyss,long,long selection description,products/108-casco-abatible-ls2-abyss-1.jpg;products/108-casco-abatible-ls2-abyss-2.jpg;products/108-casco-abatible-ls2-abyss-3.jpg;products/108-casco-abatible-ls2-abyss-4.jpg,MXN,1,3959,3959,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7101-1162,Casco abatible blanco LS2 convert hawk,default,1,short,Casco abatible blanco LS2 convert hawk,long,long selection description,products/127-casco-abatible-ls2-convert-hawk-1.jpg;products/127-casco-abatible-ls2-convert-hawk-2.jpg;products/127-casco-abatible-ls2-convert-hawk-3.jpg;products/127-casco-abatible-ls2-convert-hawk-4.jpg,MXN,1,7559,7559,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1229, 7101-1230, 7101-1231",Casco abatible blanco LS2 strobe civik,default,1,short,Casco abatible blanco LS2 strobe civik,long,long selection description,products/153-casco-abatible-ls2-strobe-civik-5.jpg;products/153-casco-abatible-ls2-strobe-civik-8.jpg;products/153-casco-abatible-ls2-strobe-civik-1.jpg;products/153-casco-abatible-ls2-strobe-civik-2.jpg;products/153-casco-abatible-ls2-strobe-civik-6.jpg;products/153-casco-abatible-ls2-strobe-civik-7.jpg,MXN,1,3320,3320,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1200, 7101-1201, 7101-1202",Casco abatible blanco R7 RACING doble mica dot,default,1,short,Casco abatible blanco R7 RACING doble mica dot,long,long selection description,products/150-casco-abatible-r7-racing-doble-mica-dot-1.jpg;products/150-casco-abatible-r7-racing-doble-mica-dot-2.jpg;products/150-casco-abatible-r7-racing-doble-mica-dot-3.jpg;products/150-casco-abatible-r7-racing-doble-mica-dot-4.jpg,MXN,1,1311,1311,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1222, 7101-1223, 7101-1224",Casco abatible gris AGV compact E2205 multi audax,default,1,short,Casco abatible gris AGV compact E2205 multi audax,long,long selection description,products/131-casco-abatible-agv-compact-e2205-multi-audax-1.jpg;products/131-casco-abatible-agv-compact-e2205-multi-audax-2.jpg;products/131-casco-abatible-agv-compact-e2205-multi-audax-3.jpg;products/131-casco-abatible-agv-compact-e2205-multi-audax-4.jpg,MXN,1,6803,6803,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1299, 7101-1300, 7101-1301",Casco abatible negro AGV compact E2205 multi seattle,default,1,short,Casco abatible negro AGV compact E2205 multi seattle,long,long selection description,products/155-casco-abatible-agv-compact-e2205-multi-seattle-1.jpg;products/155-casco-abatible-agv-compact-e2205-multi-seattle-2.jpg;products/155-casco-abatible-agv-compact-e2205-multi-seattle-3.jpg;products/155-casco-abatible-agv-compact-e2205-multi-seattle-4.jpg,MXN,1,6874,6874,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1293, 7101-1294, 7101-1295",Casco abatible negro AGV compact E2205 solid,default,1,short,Casco abatible negro AGV compact E2205 solid,long,long selection description,products/136-casco-abatible-agv-compact-e2205-solid-1.jpg;products/136-casco-abatible-agv-compact-e2205-solid-2.jpg;products/136-casco-abatible-agv-compact-e2205-solid-3.jpg;products/136-casco-abatible-agv-compact-e2205-solid-4.jpg,MXN,1,7194,7194,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1293, 7101-1294, 7101-1295",Casco abatible negro AGV compact E2205 solid,default,1,short,Casco abatible negro AGV compact E2205 solid,long,long selection description,products/162-casco-abatible-agv-compact-e2205-solid-1.jpg;products/162-casco-abatible-agv-compact-e2205-solid-2.jpg;products/162-casco-abatible-agv-compact-e2205-solid-3.jpg;products/162-casco-abatible-agv-compact-e2205-solid-4.jpg,MXN,1,7194,7194,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7101-1163,Casco abatible negro LS2 convert hawk,default,1,short,Casco abatible negro LS2 convert hawk,long,long selection description,products/128-casco-abatible-ls2-convert-hawk-1.jpg;products/128-casco-abatible-ls2-convert-hawk-2.jpg;products/128-casco-abatible-ls2-convert-hawk-3.jpg;products/128-casco-abatible-ls2-convert-hawk-4.jpg,MXN,1,7559,7559,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1147, 7101-1148, 7101-1149",Casco abatible negro LS2 easy,default,1,short,Casco abatible negro LS2 easy,long,long selection description,products/126-casco-abatible-ls2-easy-1.jpg;products/126-casco-abatible-ls2-easy-2.jpg;products/126-casco-abatible-ls2-easy-3.jpg;products/126-casco-abatible-ls2-easy-4.jpg,MXN,1,3223,3223,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1209, 7101-1210, 7101-1211",Casco abatible negro R7 RACING doble mica dot,default,1,short,Casco abatible negro R7 RACING doble mica dot,long,long selection description,products/152-casco-abatible-r7-racing-doble-mica-dot-1.jpg;products/152-casco-abatible-r7-racing-doble-mica-dot-2.jpg;products/152-casco-abatible-r7-racing-doble-mica-dot-3.jpg;products/152-casco-abatible-r7-racing-doble-mica-dot-4.jpg,MXN,1,1236,1236,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7101-1197, 7101-1198, 7101-1199",Casco abatible negro R7 RACING md-808 dot,default,1,short,Casco abatible negro R7 RACING md-808 dot,long,long selection description,products/125-casco-abatible-r7-racing-md-808-dot-1.jpg;products/125-casco-abatible-r7-racing-md-808-dot-2.jpg;products/125-casco-abatible-r7-racing-md-808-dot-3.jpg;products/125-casco-abatible-r7-racing-md-808-dot-4.jpg,MXN,1,1307,1307,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
" 7101-1255, 7101-1254, 7101-1253",Casco abatible negro R7 RACING R7-168 doble mica dot,default,1,short,Casco abatible negro R7 RACING R7-168 doble mica dot,long,long selection description,products/100-casco-abatible-r7-racing-r7-168-doble-mica-dot-1.jpg;products/100-casco-abatible-r7-racing-r7-168-doble-mica-dot-2.jpg;products/100-casco-abatible-r7-racing-r7-168-doble-mica-dot-3.jpg;products/100-casco-abatible-r7-racing-r7-168-doble-mica-dot-4.jpg,MXN,1,1341,1341,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
